CRVUSDT,HFTUSDT
"[1672851600000, '0.558', '0.558', '0.554', '0.554', '1882211.9', 1672852499999, '1045930.1520', 1663, '788123.2', '437919.9892', '0']","[1681131600000, '0.5916000', '0.5932000', '0.5913000', '0.5920000', '58277', 1681132499999, '34520.5344000', 255, '20345', '12048.9576000', '0']"
"[1672852500000, '0.554', '0.558', '0.554', '0.557', '548633.7', 1672853399999, '305158.9321', 827, '458949.5', '255326.1440', '0']","[1681132500000, '0.5920000', '0.5935000', '0.5915000', '0.5925000', '61686', 1681133399999, '36555.1689000', 276, '32282', '19138.1697000', '0']"
"[1672853400000, '0.557', '0.561', '0.557', '0.559', '3555856.0', 1672854299999, '1987620.2099', 2326, '1832325.2', '1024513.5451', '0']","[1681133400000, '0.5925000', '0.5928000', '0.5900000', '0.5906000', '107512', 1681134299999, '63519.4451000', 403, '34563', '20422.9074000', '0']"
"[1672854300000, '0.559', '0.560', '0.556', '0.557', '1700765.9', 1672855199999, '947836.0110', 1340, '752685.0', '419527.1829', '0']","[1681134300000, '0.5906000', '0.5913000', '0.5900000', '0.5909000', '90705', 1681135199999, '53556.2151000', 299, '40955', '24195.2231000', '0']"
"[1672855200000, '0.556', '0.559', '0.555', '0.557', '1938143.8', 1672856099999, '1078925.2806', 1563, '1087505.2', '605609.7628', '0']","[1681135200000, '0.5909000', '0.5942000', '0.5901000', '0.5941000', '89517', 1681136099999, '53010.3297000', 330, '49777', '29467.6004000', '0']"
"[1672856100000, '0.558', '0.562', '0.556', '0.560', '2193418.6', 1672856999999, '1226806.3317', 1592, '1222384.6', '683655.0929', '0']","[1681136100000, '0.5941000', '0.5951000', '0.5927000', '0.5936000', '63447', 1681136999999, '37681.0296000', 341, '22903', '13605.1179000', '0']"
"[1672857000000, '0.561', '0.563', '0.560', '0.562', '1120295.0', 1672857899999, '629512.8534', 1030, '837544.9', '470719.4523', '0']","[1681137000000, '0.5939000', '0.5976000', '0.5936000', '0.5963000', '77502', 1681137899999, '46203.2360000', 366, '45468', '27118.3618000', '0']"
"[1672857900000, '0.563', '0.563', '0.558', '0.559', '2213848.2', 1672858799999, '1242188.8888', 1590, '999233.4', '560699.0120', '0']","[1681137900000, '0.5965000', '0.5972000', '0.5956000', '0.5963000', '80929', 1681138799999, '48273.6678000', 423, '30994', '18491.7513000', '0']"
"[1672858800000, '0.558', '0.562', '0.553', '0.554', '8874129.0', 1672859699999, '4947035.8822', 5255, '4337908.7', '2419598.0159', '0']","[1681138800000, '0.5962000', '0.5990000', '0.5953000', '0.5989000', '60476', 1681139699999, '36101.1568000', 317, '26451', '15800.9054000', '0']"
"[1672859700000, '0.554', '0.558', '0.550', '0.553', '2735093.4', 1672860599999, '1517922.8510', 2540, '1289128.7', '715992.3503', '0']","[1681139700000, '0.5985000', '0.5999000', '0.5960000', '0.5981000', '150303', 1681140599999, '89832.9232000', 651, '49756', '29759.6917000', '0']"
"[1672860600000, '0.553', '0.555', '0.550', '0.553', '2107821.3', 1672861499999, '1165125.9422', 1823, '1251130.9', '691726.3208', '0']","[1681140600000, '0.5982000', '0.5995000', '0.5963000', '0.5987000', '79156', 1681141499999, '47324.0746000', 423, '31982', '19131.8647000', '0']"
"[1672861500000, '0.554', '0.555', '0.551', '0.553', '2246032.1', 1672862399999, '1241531.2507', 1470, '1087532.5', '601235.8924', '0']","[1681141500000, '0.5991000', '0.5999000', '0.5966000', '0.5975000', '66028', 1681142399999, '39506.7000000', 391, '24295', '14552.6154000', '0']"
"[1672862400000, '0.554', '0.554', '0.549', '0.549', '1385384.7', 1672863299999, '764087.2933', 1458, '412057.6', '227409.4284', '0']","[1681142400000, '0.5975000', '0.5980000', '0.5925000', '0.5936000', '125254', 1681143299999, '74492.2484000', 739, '51947', '30914.9551000', '0']"
"[1672863300000, '0.550', '0.551', '0.548', '0.549', '2928757.8', 1672864199999, '1609109.8299', 2061, '1343666.6', '738542.6248', '0']","[1681143300000, '0.5936000', '0.5961000', '0.5932000', '0.5955000', '86821', 1681144199999, '51619.9578000', 381, '64882', '38581.9995000', '0']"
"[1672864200000, '0.550', '0.550', '0.545', '0.547', '2681719.4', 1672865099999, '1468556.0388', 2071, '1351167.4', '740079.5322', '0']","[1681144200000, '0.5955000', '0.5993000', '0.5946000', '0.5977000', '267242', 1681145099999, '159642.5605000', 924, '174361', '104181.4617000', '0']"
"[1672865100000, '0.547', '0.550', '0.547', '0.549', '1672352.0', 1672865999999, '917055.0533', 1088, '991772.1', '543995.7371', '0']","[1681145100000, '0.5980000', '0.6048000', '0.5980000', '0.6043000', '300641', 1681145999999, '180924.5141000', 1481, '145323', '87482.2494000', '0']"
"[1672866000000, '0.549', '0.551', '0.548', '0.550', '1902660.9', 1672866899999, '1045855.3803', 1493, '966398.3', '531507.4930', '0']","[1681146000000, '0.6046000', '0.6074000', '0.6014000', '0.6018000', '287561', 1681146899999, '173842.2247000', 1174, '83544', '50524.3838000', '0']"
"[1672866900000, '0.550', '0.551', '0.549', '0.550', '390397.9', 1672867799999, '214772.7959', 549, '189056.9', '104056.4441', '0']","[1681146900000, '0.6022000', '0.6041000', '0.5992000', '0.6030000', '223233', 1681147799999, '134346.2755000', 950, '95342', '57422.9102000', '0']"
"[1672867800000, '0.551', '0.552', '0.549', '0.550', '767152.4', 1672868699999, '422534.3246', 837, '425314.5', '234335.8949', '0']","[1681147800000, '0.6028000', '0.6049000', '0.5995000', '0.6017000', '227594', 1681148699999, '137021.3351000', 835, '122860', '73972.2689000', '0']"
"[1672868700000, '0.551', '0.551', '0.549', '0.551', '536894.0', 1672869599999, '295148.0409', 748, '233469.2', '128406.7143', '0']","[1681148700000, '0.6020000', '0.6020000', '0.5997000', '0.6014000', '63269', 1681149599999, '38036.3427000', 318, '31519', '18952.1464000', '0']"
"[1672869600000, '0.550', '0.551', '0.547', '0.547', '919588.2', 1672870499999, '505208.9472', 1055, '272569.7', '149792.4524', '0']","[1681149600000, '0.6010000', '0.6024000', '0.6010000', '0.6013000', '83361', 1681150499999, '50165.3559000', 403, '33561', '20198.7669000', '0']"
"[1672870500000, '0.548', '0.550', '0.548', '0.550', '463273.9', 1672871399999, '254212.9673', 798, '383342.2', '210399.6494', '0']","[1681150500000, '0.6013000', '0.6021000', '0.5996000', '0.5999000', '75339', 1681151399999, '45284.3856000', 330, '27948', '16807.9392000', '0']"
"[1672871400000, '0.550', '0.552', '0.549', '0.550', '757922.3', 1672872299999, '417508.9679', 1129, '423471.6', '233346.2345', '0']","[1681151400000, '0.5997000', '0.6028000', '0.5996000', '0.6016000', '107829', 1681152299999, '64847.6660000', 421, '64945', '39065.3621000', '0']"
"[1672872300000, '0.551', '0.552', '0.551', '0.552', '408354.9', 1672873199999, '225135.2428', 790, '176773.1', '97533.6710', '0']","[1681152300000, '0.6018000', '0.6025000', '0.6010000', '0.6017000', '53043', 1681153199999, '31926.4973000', 295, '34675', '20873.3223000', '0']"
"[1672873200000, '0.551', '0.556', '0.551', '0.555', '1913622.8', 1672874099999, '1059457.4951', 1973, '1053800.8', '583545.4337', '0']","[1681153200000, '0.6014000', '0.6023000', '0.6011000', '0.6014000', '87246', 1681154099999, '52496.0183000', 305, '35525', '21378.9237000', '0']"
"[1672874100000, '0.555', '0.556', '0.553', '0.556', '607050.6', 1672874999999, '336799.1461', 910, '309359.3', '171748.9964', '0']","[1681154100000, '0.6015000', '0.6018000', '0.5974000', '0.5985000', '97300', 1681154999999, '58337.8791000', 436, '33157', '19879.5325000', '0']"
"[1672875000000, '0.556', '0.556', '0.554', '0.554', '699705.2', 1672875899999, '388405.7270', 702, '302818.9', '168167.2839', '0']","[1681155000000, '0.5980000', '0.6003000', '0.5980000', '0.5997000', '63775', 1681155899999, '38226.2562000', 315, '27527', '16503.5043000', '0']"
"[1672875900000, '0.555', '0.556', '0.553', '0.554', '764651.4', 1672876799999, '423959.9487', 1127, '398971.0', '221313.2380', '0']","[1681155900000, '0.5996000', '0.6031000', '0.5992000', '0.6017000', '192945', 1681156799999, '116076.1561000', 654, '97146', '58476.1053000', '0']"
"[1672876800000, '0.555', '0.558', '0.554', '0.558', '2205388.7', 1672877699999, '1227296.8066', 2254, '1246413.4', '693867.4430', '0']","[1681156800000, '0.6017000', '0.6031000', '0.5991000', '0.6000000', '102319', 1681157699999, '61504.2879000', 387, '33128', '19924.9646000', '0']"
"[1672877700000, '0.558', '0.560', '0.556', '0.557', '2816080.7', 1672878599999, '1571727.4969', 2288, '1413478.3', '789147.4668', '0']","[1681157700000, '0.6000000', '0.6097000', '0.5990000', '0.6074000', '1014530', 1681158599999, '613805.6201000', 3535, '615971', '372661.1689000', '0']"
"[1672878600000, '0.557', '0.557', '0.554', '0.555', '421065.3', 1672879499999, '234026.0450', 691, '130052.3', '72413.7077', '0']","[1681158600000, '0.6070000', '0.6099000', '0.6033000', '0.6056000', '1324270', 1681159499999, '803204.9524000', 4651, '755331', '458196.1628000', '0']"
"[1672879500000, '0.554', '0.555', '0.550', '0.551', '1542749.3', 1672880399999, '852839.0076', 1351, '553600.1', '306356.5102', '0']","[1681159500000, '0.6056000', '0.6070000', '0.6008000', '0.6036000', '602768', 1681160399999, '363892.1547000', 2139, '241649', '145929.9868000', '0']"
"[1672880400000, '0.550', '0.551', '0.547', '0.549', '2205108.8', 1672881299999, '1211389.6810', 1796, '1296426.0', '712450.7900', '0']","[1681160400000, '0.6038000', '0.6081000', '0.6037000', '0.6080000', '213142', 1681161299999, '129161.9593000', 578, '98169', '59488.6365000', '0']"
"[1672881300000, '0.550', '0.552', '0.549', '0.552', '414133.2', 1672882199999, '228012.3052', 785, '324965.3', '178996.6931', '0']","[1681161300000, '0.6080000', '0.6116000', '0.6071000', '0.6106000', '247344', 1681162199999, '150703.5971000', 817, '124272', '75734.8309000', '0']"
"[1672882200000, '0.551', '0.555', '0.551', '0.553', '2096792.1', 1672883099999, '1160809.1245', 1516, '976338.6', '540483.9010', '0']","[1681162200000, '0.6106000', '0.6264000', '0.6092000', '0.6158000', '2624728', 1681163099999, '1621617.7356000', 8290, '1330241', '821379.9741000', '0']"
"[1672883100000, '0.554', '0.556', '0.552', '0.555', '1368885.8', 1672883999999, '758551.6721', 1243, '796488.1', '441374.8364', '0']","[1681163100000, '0.6155000', '0.6175000', '0.6125000', '0.6154000', '618917', 1681163999999, '380799.5447000', 1789, '315249', '193949.5876000', '0']"
"[1672884000000, '0.555', '0.555', '0.551', '0.552', '1315587.1', 1672884899999, '727007.6658', 1162, '524819.6', '290006.1823', '0']","[1681164000000, '0.6154000', '0.6193000', '0.6103000', '0.6172000', '849809', 1681164899999, '522521.3369000', 2573, '389804', '239564.9440000', '0']"
"[1672884900000, '0.552', '0.554', '0.550', '0.552', '1745042.8', 1672885799999, '963631.9986', 1348, '923088.0', '509858.2980', '0']","[1681164900000, '0.6175000', '0.6215000', '0.6164000', '0.6172000', '406990', 1681165799999, '252169.2770000', 1622, '170613', '105736.6050000', '0']"
"[1672885800000, '0.552', '0.555', '0.551', '0.554', '1189201.2', 1672886699999, '658118.2507', 1079, '761392.0', '421341.3462', '0']","[1681165800000, '0.6172000', '0.6221000', '0.6126000', '0.6156000', '488158', 1681166699999, '301754.7577000', 1566, '179885', '111313.9208000', '0']"
"[1672886700000, '0.555', '0.556', '0.554', '0.554', '558119.6', 1672887599999, '309679.1527', 843, '254774.7', '141469.3231', '0']","[1681166700000, '0.6156000', '0.6200000', '0.6152000', '0.6160000', '448121', 1681167599999, '276895.3320000', 1353, '185585', '114701.2134000', '0']"
"[1672887600000, '0.555', '0.557', '0.554', '0.556', '824466.2', 1672888499999, '458274.6133', 957, '581572.9', '323346.6415', '0']","[1681167600000, '0.6160000', '0.6204000', '0.6160000', '0.6174000', '298315', 1681168499999, '184384.6179000', 898, '138211', '85438.3187000', '0']"
"[1672888500000, '0.557', '0.557', '0.553', '0.555', '894173.7', 1672889399999, '496180.1037', 903, '199086.7', '110373.6612', '0']","[1681168500000, '0.6176000', '0.6200000', '0.6146000', '0.6155000', '222653', 1681169399999, '137566.7922000', 878, '69630', '43025.9567000', '0']"
"[1672889400000, '0.554', '0.555', '0.552', '0.552', '787986.2', 1672890299999, '436350.2066', 815, '250322.0', '138717.6874', '0']","[1681169400000, '0.6160000', '0.6187000', '0.6156000', '0.6162000', '210757', 1681170299999, '130083.3356000', 878, '77946', '48114.7322000', '0']"
"[1672890300000, '0.553', '0.555', '0.552', '0.554', '1318309.8', 1672891199999, '730319.8244', 984, '854988.4', '473692.7698', '0']","[1681170300000, '0.6162000', '0.6217000', '0.6162000', '0.6211000', '345432', 1681171199999, '213914.2154000', 1251, '200928', '124388.3950000', '0']"
"[1672891200000, '0.555', '0.558', '0.554', '0.558', '1894070.8', 1672892099999, '1053583.2307', 2121, '1054816.3', '586912.7991', '0']","[1681171200000, '0.6208000', '0.6208000', '0.6160000', '0.6175000', '218602', 1681172099999, '135276.3283000', 1189, '121657', '75305.3639000', '0']"
"[1672892100000, '0.558', '0.559', '0.556', '0.556', '1212977.1', 1672892999999, '676027.6452', 1091, '491735.5', '274183.2713', '0']","[1681172100000, '0.6176000', '0.6197000', '0.6153000', '0.6153000', '230678', 1681172999999, '142381.8479000', 724, '83522', '51553.8029000', '0']"
"[1672893000000, '0.556', '0.558', '0.555', '0.558', '1940301.7', 1672893899999, '1079877.6862', 1462, '1042508.1', '580393.9816', '0']","[1681173000000, '0.6156000', '0.6217000', '0.6137000', '0.6173000', '228871', 1681173899999, '141340.4997000', 947, '97802', '60397.1242000', '0']"
"[1672893900000, '0.558', '0.558', '0.556', '0.556', '1135146.4', 1672894799999, '632499.4246', 1002, '517657.5', '288573.3605', '0']","[1681173900000, '0.6170000', '0.6200000', '0.6170000', '0.6190000', '118805', 1681174799999, '73497.2105000', 412, '58066', '35925.2639000', '0']"
"[1672894800000, '0.556', '0.558', '0.556', '0.558', '818050.5', 1672895699999, '455960.4752', 762, '515697.4', '287552.5165', '0']","[1681174800000, '0.6198000', '0.6206000', '0.6163000', '0.6166000', '182649', 1681175699999, '112952.8265000', 698, '80076', '49537.9325000', '0']"
"[1672895700000, '0.557', '0.558', '0.556', '0.556', '1368433.3', 1672896599999, '762559.8535', 831, '708132.6', '394779.4918', '0']","[1681175700000, '0.6166000', '0.6185000', '0.6135000', '0.6174000', '221511', 1681176599999, '136533.5917000', 781, '118918', '73311.7288000', '0']"
"[1672896600000, '0.557', '0.558', '0.556', '0.557', '741196.7', 1672897499999, '412855.6242', 675, '355467.4', '198089.9577', '0']","[1681176600000, '0.6174000', '0.6191000', '0.6174000', '0.6181000', '60848', 1681177499999, '37621.1256000', 293, '33366', '20633.5038000', '0']"
"[1672897500000, '0.557', '0.558', '0.555', '0.557', '893961.5', 1672898399999, '497528.4053', 702, '368518.1', '205107.1386', '0']","[1681177500000, '0.6183000', '0.6225000', '0.6179000', '0.6199000', '191304', 1681178399999, '118692.0211000', 727, '70428', '43704.1236000', '0']"
"[1672898400000, '0.556', '0.558', '0.555', '0.555', '839424.5', 1672899299999, '466685.0298', 880, '349857.3', '194579.7764', '0']","[1681178400000, '0.6199000', '0.6224000', '0.6186000', '0.6208000', '154491', 1681179299999, '95824.0783000', 646, '69237', '42970.6913000', '0']"
"[1672899300000, '0.556', '0.557', '0.553', '0.553', '1426572.2', 1672900199999, '792453.1832', 950, '428175.5', '238089.3845', '0']","[1681179300000, '0.6210000', '0.6220000', '0.6199000', '0.6207000', '80142', 1681180199999, '49769.7487000', 396, '40417', '25103.5801000', '0']"
"[1672900200000, '0.554', '0.555', '0.550', '0.551', '3647839.3', 1672901099999, '2014577.5648', 2239, '1825724.1', '1008609.8752', '0']","[1681180200000, '0.6208000', '0.6219000', '0.6174000', '0.6178000', '166735', 1681181099999, '103396.8630000', 522, '61976', '38455.5473000', '0']"
"[1672901100000, '0.552', '0.554', '0.551', '0.552', '1040769.5', 1672901999999, '575152.9661', 1063, '599008.6', '331177.2877', '0']","[1681181100000, '0.6176000', '0.6199000', '0.6169000', '0.6186000', '83200', 1681181999999, '51427.1155000', 445, '33798', '20891.2019000', '0']"
"[1672902000000, '0.552', '0.553', '0.552', '0.553', '88550.1', 1672902899999, '48922.9240', 261, '43268.8', '23927.6464', '0']","[1681182000000, '0.6187000', '0.6197000', '0.6137000', '0.6145000', '142820', 1681182899999, '88139.1363000', 588, '57446', '35482.2154000', '0']"
"[1672902900000, '0.553', '0.553', '0.548', '0.549', '1749479.1', 1672903799999, '963095.6332', 1546, '732445.4', '403053.2788', '0']","[1681182900000, '0.6152000', '0.6173000', '0.6130000', '0.6152000', '90958', 1681183799999, '55986.8926000', 534, '49223', '30298.8465000', '0']"
"[1672903800000, '0.549', '0.552', '0.549', '0.552', '369090.9', 1672904699999, '203290.1180', 609, '299758.0', '165166.3940', '0']","[1681183800000, '0.6158000', '0.6187000', '0.6158000', '0.6185000', '65080', 1681184699999, '40182.6166000', 276, '36714', '22662.8241000', '0']"
"[1672904700000, '0.551', '0.552', '0.550', '0.552', '534693.0', 1672905599999, '294730.1616', 565, '278517.2', '153596.4251', '0']","[1681184700000, '0.6186000', '0.6197000', '0.6180000', '0.6192000', '71085', 1681185599999, '43996.3060000', 299, '32137', '19894.2104000', '0']"
"[1672905600000, '0.552', '0.553', '0.550', '0.550', '1253191.4', 1672906499999, '690985.7535', 1331, '545033.4', '300684.8924', '0']","[1681185600000, '0.6195000', '0.6206000', '0.6175000', '0.6176000', '92766', 1681186499999, '57477.9658000', 456, '37924', '23490.2346000', '0']"
"[1672906500000, '0.551', '0.552', '0.549', '0.550', '577791.6', 1672907399999, '318112.1917', 756, '235297.4', '129629.6888', '0']","[1681186500000, '0.6176000', '0.6217000', '0.6175000', '0.6197000', '106681', 1681187399999, '66130.2833000', 589, '69562', '43144.1652000', '0']"
"[1672907400000, '0.550', '0.551', '0.547', '0.549', '1597490.0', 1672908299999, '875924.0249', 1482, '685367.7', '375759.4717', '0']","[1681187400000, '0.6199000', '0.6203000', '0.6172000', '0.6182000', '93985', 1681188299999, '58131.5620000', 508, '41835', '25875.9861000', '0']"
"[1672908300000, '0.549', '0.550', '0.548', '0.550', '350378.7', 1672909199999, '192493.5465', 536, '270920.4', '148912.3737', '0']","[1681188300000, '0.6183000', '0.6217000', '0.6182000', '0.6216000', '113526', 1681189199999, '70413.6611000', 635, '71440', '44307.6176000', '0']"
"[1672909200000, '0.550', '0.550', '0.546', '0.546', '1710846.0', 1672910099999, '937104.8093', 1580, '642193.3', '351845.6548', '0']","[1681189200000, '0.6216000', '0.6240000', '0.6209000', '0.6237000', '99805', 1681190099999, '62096.9822000', 561, '52850', '32890.5084000', '0']"
"[1672910100000, '0.547', '0.549', '0.546', '0.547', '827631.4', 1672910999999, '453317.0632', 927, '445773.7', '244154.9994', '0']","[1681190100000, '0.6236000', '0.6258000', '0.6235000', '0.6242000', '128141', 1681190999999, '80041.2506000', 664, '85748', '53564.2451000', '0']"
"[1672911000000, '0.547', '0.549', '0.546', '0.547', '3016765.1', 1672911899999, '1651642.9975', 1688, '1509115.9', '826480.2443', '0']","[1681191000000, '0.6242000', '0.6251000', '0.6214000', '0.6216000', '85817', 1681191899999, '53508.4091000', 543, '46645', '29092.9154000', '0']"
"[1672911900000, '0.546', '0.547', '0.543', '0.545', '2930772.3', 1672912799999, '1597118.2230', 2637, '1318559.7', '718871.1608', '0']","[1681191900000, '0.6217000', '0.6222000', '0.6171000', '0.6178000', '171190', 1681192799999, '106111.3698000', 631, '56376', '34949.6749000', '0']"
"[1672912800000, '0.545', '0.549', '0.545', '0.549', '912918.3', 1672913699999, '499668.5731', 1008, '614001.7', '336059.7514', '0']","[1681192800000, '0.6183000', '0.6307000', '0.6179000', '0.6260000', '601067', 1681193699999, '375891.9060000', 2085, '414692', '259406.4930000', '0']"
"[1672913700000, '0.549', '0.550', '0.545', '0.546', '2419459.1', 1672914599999, '1325403.5546', 2182, '1121306.3', '614558.1457', '0']","[1681193700000, '0.6259000', '0.6295000', '0.6247000', '0.6281000', '401736', 1681194599999, '252065.8783000', 2078, '250246', '157033.7888000', '0']"
"[1672914600000, '0.547', '0.549', '0.546', '0.549', '889988.2', 1672915499999, '487229.1621', 1080, '542836.1', '297342.1729', '0']","[1681194600000, '0.6279000', '0.6442000', '0.6271000', '0.6379000', '1854467', 1681195499999, '1182231.6172000', 7411, '1042208', '664039.4289000', '0']"
"[1672915500000, '0.549', '0.549', '0.547', '0.548', '499997.2', 1672916399999, '274037.0358', 610, '214626.7', '117669.0500', '0']","[1681195500000, '0.6373000', '0.6432000', '0.6333000', '0.6398000', '825199', 1681196399999, '527370.9672000', 3533, '374781', '239493.8668000', '0']"
"[1672916400000, '0.548', '0.549', '0.545', '0.547', '1162081.3', 1672917299999, '635399.1212', 1296, '524308.7', '286588.9642', '0']","[1681196400000, '0.6399000', '0.6431000', '0.6353000', '0.6412000', '747693', 1681197299999, '477494.8435000', 3389, '387838', '247706.9420000', '0']"
"[1672917300000, '0.547', '0.548', '0.545', '0.545', '420741.2', 1672918199999, '229972.7303', 533, '51613.4', '28218.7378', '0']","[1681197300000, '0.6412000', '0.6415000', '0.6373000', '0.6392000', '381821', 1681198199999, '244072.8230000', 2170, '162934', '104178.1229000', '0']"
"[1672918200000, '0.545', '0.548', '0.544', '0.547', '1640699.5', 1672919099999, '895235.0402', 1615, '858339.0', '468529.1576', '0']","[1681198200000, '0.6390000', '0.6472000', '0.6381000', '0.6442000', '813522', 1681199099999, '523162.4386000', 4392, '420281', '270400.5494000', '0']"
"[1672919100000, '0.546', '0.549', '0.546', '0.548', '1211138.1', 1672919999999, '663045.3694', 1240, '653181.1', '357619.7295', '0']","[1681199100000, '0.6439000', '0.6440000', '0.6351000', '0.6365000', '642223', 1681199999999, '410846.7282000', 2559, '212810', '136292.7906000', '0']"
"[1672920000000, '0.547', '0.548', '0.545', '0.545', '946512.7', 1672920899999, '517717.7912', 1114, '414500.7', '226854.0842', '0']","[1681200000000, '0.6363000', '0.6390000', '0.6334000', '0.6354000', '536259', 1681200899999, '341111.1440000', 2023, '202733', '129027.2737000', '0']"
"[1672920900000, '0.545', '0.546', '0.543', '0.543', '885998.7', 1672921799999, '482463.8867', 1149, '355915.8', '193905.0043', '0']","[1681200900000, '0.6350000', '0.6360000', '0.6285000', '0.6314000', '645491', 1681201799999, '407759.9139000', 2085, '284710', '179878.3569000', '0']"
"[1672921800000, '0.543', '0.546', '0.543', '0.546', '618278.6', 1672922699999, '336697.4276', 774, '549387.3', '299188.5774', '0']","[1681201800000, '0.6317000', '0.6336000', '0.6280000', '0.6291000', '423242', 1681202699999, '267028.9699000', 1408, '149008', '94160.5559000', '0']"
"[1672922700000, '0.546', '0.546', '0.544', '0.546', '620003.1', 1672923599999, '337943.1927', 634, '290261.3', '158254.0445', '0']","[1681202700000, '0.6287000', '0.6322000', '0.6277000', '0.6295000', '329857', 1681203599999, '207648.4261000', 1078, '208774', '131485.6099000', '0']"
"[1672923600000, '0.545', '0.546', '0.543', '0.544', '1069628.5', 1672924499999, '582648.6066', 1016, '462391.7', '251924.6843', '0']","[1681203600000, '0.6299000', '0.6301000', '0.6180000', '0.6216000', '898076', 1681204499999, '560059.4044000', 4048, '287468', '179441.1210000', '0']"
"[1672924500000, '0.545', '0.545', '0.542', '0.543', '2761733.3', 1672925399999, '1501174.2558', 1969, '1317997.1', '716654.6011', '0']","[1681204500000, '0.6216000', '0.6246000', '0.6187000', '0.6215000', '561561', 1681205399999, '349405.7034000', 2553, '243830', '151755.4046000', '0']"
"[1672925400000, '0.543', '0.545', '0.540', '0.543', '4452356.8', 1672926299999, '2416206.1026', 4049, '2190855.1', '1189467.5214', '0']","[1681205400000, '0.6219000', '0.6244000', '0.6219000', '0.6224000', '211210', 1681206299999, '131618.2111000', 844, '103935', '64764.2999000', '0']"
"[1672926300000, '0.543', '0.545', '0.541', '0.542', '1082293.5', 1672927199999, '587908.3089', 1147, '474648.9', '257987.3275', '0']","[1681206300000, '0.6225000', '0.6245000', '0.6213000', '0.6219000', '166003', 1681207199999, '103355.8788000', 940, '75087', '46774.6601000', '0']"
"[1672927200000, '0.542', '0.543', '0.540', '0.543', '2359228.5', 1672928099999, '1278037.3726', 2178, '1269312.0', '688004.4139', '0']","[1681207200000, '0.6219000', '0.6238000', '0.6218000', '0.6227000', '110715', 1681208099999, '68979.8193000', 612, '57652', '35919.5334000', '0']"
"[1672928100000, '0.543', '0.544', '0.542', '0.543', '745483.1', 1672928999999, '404913.2544', 894, '390807.2', '212401.3529', '0']","[1681208100000, '0.6227000', '0.6242000', '0.6221000', '0.6238000', '79618', 1681208999999, '49621.6123000', 404, '47106', '29363.2360000', '0']"
"[1672929000000, '0.544', '0.544', '0.540', '0.541', '4215921.5', 1672929899999, '2283368.5504', 2532, '1916043.0', '1037998.5967', '0']","[1681209000000, '0.6238000', '0.6241000', '0.6216000', '0.6231000', '127024', 1681209899999, '79108.6334000', 672, '45569', '28386.8191000', '0']"
"[1672929900000, '0.541', '0.545', '0.540', '0.544', '2442597.5', 1672930799999, '1325666.7003', 1998, '1285024.8', '697780.0397', '0']","[1681209900000, '0.6234000', '0.6251000', '0.6223000', '0.6229000', '132152', 1681210799999, '82428.5931000', 616, '52247', '32607.3540000', '0']"
"[1672930800000, '0.545', '0.547', '0.543', '0.545', '4667940.8', 1672931699999, '2544071.0550', 3200, '2381464.2', '1298376.3423', '0']","[1681210800000, '0.6229000', '0.6238000', '0.6220000', '0.6235000', '88786', 1681211699999, '55305.9763000', 400, '40671', '25341.3861000', '0']"
"[1672931700000, '0.546', '0.547', '0.543', '0.545', '2037027.6', 1672932599999, '1110297.9784', 1352, '1049083.6', '572057.1235', '0']","[1681211700000, '0.6235000', '0.6241000', '0.6219000', '0.6223000', '111559', 1681212599999, '69494.4509000', 449, '44019', '27428.5348000', '0']"
"[1672932600000, '0.545', '0.547', '0.544', '0.545', '1558152.1', 1672933499999, '849488.7696', 1128, '775508.9', '422958.8247', '0']","[1681212600000, '0.6222000', '0.6232000', '0.6206000', '0.6212000', '107377', 1681213499999, '66776.0931000', 425, '43744', '27213.8744000', '0']"
"[1672933500000, '0.546', '0.547', '0.543', '0.544', '1932212.9', 1672934399999, '1052872.4794', 1279, '895874.6', '488279.1835', '0']","[1681213500000, '0.6212000', '0.6216000', '0.6203000', '0.6215000', '36089', 1681214399999, '22417.7855000', 159, '21118', '13121.0481000', '0']"
"[1672934400000, '0.545', '0.545', '0.543', '0.544', '921344.3', 1672935299999, '501382.2105', 786, '533490.0', '290389.8256', '0']","[1681214400000, '0.6215000', '0.6257000', '0.6212000', '0.6252000', '165072', 1681215299999, '102883.2860000', 760, '104176', '64949.8361000', '0']"
"[1672935300000, '0.544', '0.545', '0.541', '0.542', '1654501.8', 1672936199999, '897628.7980', 1585, '588660.7', '319418.3923', '0']","[1681215300000, '0.6250000', '0.6260000', '0.6180000', '0.6186000', '559046', 1681216199999, '346697.7254000', 2381, '168082', '104370.6630000', '0']"
"[1672936200000, '0.543', '0.544', '0.542', '0.543', '175651.8', 1672937099999, '95382.5382', 517, '142911.9', '77632.2084', '0']","[1681216200000, '0.6186000', '0.6209000', '0.6180000', '0.6190000', '173681', 1681217099999, '107564.8940000', 1068, '63035', '39049.5764000', '0']"
"[1672937100000, '0.544', '0.545', '0.543', '0.543', '648586.8', 1672937999999, '352838.5551', 746, '291587.6', '158678.5994', '0']","[1681217100000, '0.6190000', '0.6192000', '0.6164000', '0.6186000', '169439', 1681217999999, '104653.0679000', 636, '43353', '26792.9627000', '0']"
